[00:00:23] [Server thread/INFO]: Singularity7k issued server command: /locate
[00:02:50] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure #better_pyramid:ancient_city
[00:02:51] [Server thread/INFO]: Locating element #better_pyramid:ancient_city (minecraft:ancient_city) took 1232 ms
[00:02:57] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2048 ~ -1728
[00:02:58] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -117], discarding
[02:35:10] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure tbirds:village_cherry
[02:35:10] [Server thread/INFO]: Locating element tbirds:village_cherry took 49 ms
[02:35:12] [Server thread/INFO]: Singularity7k issued server command: /tp @s -336 ~ -2352
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 7, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 8, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 7, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 8, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-22, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 7, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 8, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-20, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 7, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 8, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -151], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 7, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 8, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -152], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-23, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 7, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 8, -150]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-19, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 7, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 8, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-22, -151], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 7, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 8, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-20, -151], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-24, -150], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-18, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-23, 7, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-23, 8, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-23, -151], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 7, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 8, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-19, -151], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 7, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 8, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-22, -152], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 7, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 8, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-20, -152], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 7, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 8, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -153], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 7, -154]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 8, -154]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -154], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-25, -150], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-17, -150], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-23, 7, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-23, 8, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-23, -152], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 7, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 8, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-19, -152], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-24, -151], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-18, 7, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-18, 8, -151]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-18, -151], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 7, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 8, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-22, -153], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 7, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 8, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-20, -153], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-23, 7, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-23, 8, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-23, -153], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 7, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-19, 8, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-19, -153], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-16, -150], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-24, -152], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-18, 7, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-18, 8, -152]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-18, -152], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 7, -154]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-22, 8, -154]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-22, -154], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 7, -154]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-20, 8, -154]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-20, -154], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 7, -155]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-21, 8, -155]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -155], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-25, -151], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-17, -151], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-21, -156], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-16, -151], discarding
[02:35:13] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'kattersstructures:village_cherry' in chunk [-24, -153], discarding
[02:35:13] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [-18, 7, -153]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
